"RowNumber","BreedName","ZipCode","Borough","cleaned_borough","supposed_borough","LicenseIssuedDate","LicenseExpiredDate","issued_year","expired_year"
81064,"Yorkshire Terrier",10305,"brooklyn","brooklyn","staten",2016-06-16,2017-06-16,2016,2017
81134,"Lhasa Apso",11416,"manhattan","manhattan","queens",2016-06-17,2017-06-17,2016,2017
81516,"Mastiff",11414,"brooklyn","brooklyn","queens",2016-06-19,2017-06-19,2016,2017
81885,"American Pit Bull Mix / Pit Bull Mix",11693,"brooklyn","brooklyn","queens",2016-06-21,2017-06-21,2016,2017
81976,"Unknown",11363,"manhattan","manhattan","queens",2016-06-21,2017-07-23,2016,2017
82115,"Unknown",11379,"brooklyn","brooklyn","queens",2016-06-22,2017-08-18,2016,2017
82481,"German Shepherd Dog",11001,"queens","queens","not nyc",2016-06-23,2017-06-29,2016,2017
82485,"American Pit Bull Mix / Pit Bull Mix",11040,"queens","queens","new hyde park",2016-06-23,2017-06-23,2016,2017
82492,"Pomeranian",11361,"brooklyn","brooklyn","queens",2016-06-23,2017-06-23,2016,2017
82661,"Pug",11001,"queens","queens","not nyc",2016-06-24,2017-08-18,2016,2017
82717,"Pekingese",11207,"staten island","staten","brooklyn",2016-06-24,2017-06-24,2016,2017
83267,"Wheaton Terrier",10024,"queens","queens","new york",2016-06-27,2017-05-30,2016,2017
83372,"Cocker Spaniel",11001,"queens","queens","not nyc",2016-06-28,2017-07-30,2016,2017
83374,"Pomeranian",11040,"queens","queens","new hyde park",2016-06-28,2017-06-28,2016,2017
83560,"Shih Tzu",11753,"staten island","staten","jericho",2016-06-28,2017-06-28,2016,2017
83643,"Poodle, Miniature",11753,"staten island","staten","jericho",2016-06-28,2017-08-19,2016,2017
83697,"Unknown",1003,"manhattan","manhattan","amherst",2016-06-28,2017-05-12,2016,2017
83906,"Yorkshire Terrier",11205,"manhattan","manhattan","brooklyn",2016-06-29,2017-07-10,2016,2017
84001,"Unknown",11421,"brooklyn","brooklyn","queens",2016-06-29,2017-08-25,2016,2017
84030,"German Shepherd Dog",11421,"brooklyn","brooklyn","queens",2016-06-29,2017-08-15,2016,2017
84194,"Miniature Pinscher",10032,"brooklyn","brooklyn","new york",2016-06-30,2017-08-30,2016,2017
84673,"Unknown",10021,"new york","unknown","new york",2016-07-02,2017-06-18,2016,2017
85011,"Cocker Spaniel",11516,"queens","queens","cedarhurst",2016-07-05,2017-12-02,2016,2017
85113,"American Pit Bull Mix / Pit Bull Mix",11420,"brooklyn","brooklyn","queens",2016-07-05,2017-07-05,2016,2017
85997,"Maltese Crossbreed",11416,"brooklyn","brooklyn","queens",2016-07-09,2017-07-09,2016,2017
86020,"Beagle",11230,"manhattan","manhattan","brooklyn",2016-07-09,2017-07-09,2016,2017
86037,"Cocker Spaniel",11226,"manhattan","manhattan","brooklyn",2016-07-09,2017-07-09,2016,2017
86066,"American Pit Bull Mix / Pit Bull Mix",11520,"queens","queens","freeport",2016-07-09,2017-07-09,2016,2017
86083,"Jack Russell Terrier",11001,"queens","queens","not nyc",2016-07-09,2017-04-24,2016,2017
86236,"Labrador Retriever Crossbreed",11001,"queens","queens","not nyc",2016-07-11,2017-08-30,2016,2017
86628,"Shih Tzu",11693,"manhattan","manhattan","queens",2016-07-12,2017-08-04,2016,2017
87216,"Poodle, Toy",11001,"queens","queens","not nyc",2016-07-13,2017-08-20,2016,2017
87323,"Irish Terrier",11973,"queens","queens","upton",2016-07-13,2017-08-30,2016,2017
87708,"Poodle, Toy",11001,"queens","queens","not nyc",2016-07-14,2018-07-14,2016,2018
87729,"Coonhound, Black and Tan",10128,"new york","unknown","new york",2016-07-14,2017-06-19,2016,2017
87778,"Havanese",11001,"queens","queens","not nyc",2016-07-14,2017-08-30,2016,2017
87956,"Chihuahua",11365,"new york","unknown","queens",2016-07-15,2017-08-14,2016,2017
87987,"Unknown",10022,"new york","unknown","new york",2016-07-15,2017-06-18,2016,2017
88165,"Poodle, Toy",10151,"new york","unknown","new york",2016-07-15,2017-07-16,2016,2017
88279,"Boxer",11106,"manhattan","manhattan","queens",2016-07-16,2017-07-16,2016,2017
88610,"Parson Russell Terrier",11414,"brooklyn","brooklyn","queens",2016-07-18,2017-07-18,2016,2017
88788,"Chihuahua",11367,"brooklyn","brooklyn","queens",2016-07-18,2017-07-18,2016,2017
88797,"Australian Shepherd",11001,"queens","queens","not nyc",2016-07-18,2017-08-31,2016,2017
89033,"Maltese",11024,"queens","queens","great neck",2016-07-19,2018-06-29,2016,2018
90001,"Beagle Crossbreed",10805,"staten island","staten","new rochelle",2016-07-22,2017-08-27,2016,2017
90100,"Pointer",10314,"queens","queens","staten",2016-07-23,2018-07-23,2016,2018
90120,"Shih Tzu",10314,"queens","queens","staten",2016-07-23,2018-07-23,2016,2018
90225,"Chihuahua",11373,"manhattan","manhattan","queens",2016-07-23,2016-09-12,2016,2016
90226,"Chihuahua",11373,"manhattan","manhattan","queens",2016-07-23,2017-09-12,2016,2017
90307,"American Staffordshire Terrier",10301,"brooklyn","brooklyn","staten",2016-07-24,2017-07-24,2016,2017
90581,"Shih Tzu",11040,"queens","queens","new hyde park",2016-07-25,2017-08-30,2016,2017
90754,"Maltese Crossbreed",11501,"queens","queens","mineola",2016-07-26,2017-07-26,2016,2017
90892,"Shih Tzu",10460,"brooklyn","brooklyn","bronx",2016-07-26,2017-07-26,2016,2017
91255,"Poodle",10025,"queens","queens","new york",2016-07-28,2017-07-28,2016,2017
91285,"American Pit Bull Terrier/Pit Bull",11414,"brooklyn","brooklyn","queens",2016-07-28,2017-08-28,2016,2017
91288,"Unknown",10306,"manhattan","manhattan","staten",2016-07-28,2017-09-10,2016,2017
91483,"Pomeranian",11694,"brooklyn","brooklyn","queens",2016-07-29,2017-06-26,2016,2017
91822,"Golden Retriever",11001,"queens","queens","not nyc",2016-07-31,2017-09-17,2016,2017
91876,"Dachshund Smooth Coat Miniature",10128,"new york","unknown","new york",2016-07-31,2017-07-31,2016,2017
92252,"Pomeranian",11375,"manhattan","manhattan","queens",2016-08-02,2017-09-11,2016,2017
92430,"Coton de Tulear",11024,"staten island","staten","great neck",2016-08-03,2017-08-03,2016,2017
92451,"Maltese",11418,"brooklyn","brooklyn","queens",2016-08-03,2017-08-25,2016,2017
92756,"American Pit Bull Terrier/Pit Bull",10460,"manhattan","manhattan","bronx",2016-08-04,2017-03-02,2016,2017
92800,"Yorkshire Terrier Crossbreed",10037,"brooklyn","brooklyn","new york",2016-08-04,2017-08-04,2016,2017
92911,"Poodle, Miniature",10025,"new york","unknown","new york",2016-08-05,2017-09-26,2016,2017
92927,"Lhasa Apso",11134,"queens","queens",NA,2016-08-05,2017-09-14,2016,2017
93148,"Chihuahua",10454,"manhattan","manhattan","bronx",2016-08-05,2017-08-05,2016,2017
93647,"West High White Terrier",11364,"manhattan","manhattan","queens",2016-08-08,2017-09-09,2016,2017
93758,"Unknown",11581,"queens","queens","valley stream",2016-08-08,2017-08-11,2016,2017
93831,"Unknown",11609,"queens","queens",NA,2016-08-08,2017-08-25,2016,2017
93990,"Unknown",11050,"queens","queens","port washington",2016-08-08,2017-07-30,2016,2017
94034,"American Pit Bull Mix / Pit Bull Mix",10009,"brooklyn","brooklyn","new york",2016-08-09,2017-08-09,2016,2017
94544,"Unknown",11040,"queens","queens","new hyde park",2016-08-10,2017-08-30,2016,2017
94701,"Beagle",33401,"west palm beach","not nyc","not nyc",2016-08-10,2018-07-16,2016,2018
94817,"Yorkshire Terrier",11040,"queens","queens","new hyde park",2016-08-11,2017-02-28,2016,2017
94984,"American Pit Bull Terrier/Pit Bull",10458,"manhattan","manhattan","bronx",2016-08-11,2017-08-11,2016,2017
95198,"Poodle Crossbreed",10002,"queens","queens","new york",2016-08-12,2017-08-12,2016,2017
95496,"Chihuahua Crossbreed",11225,"manhattan","manhattan","brooklyn",2016-08-14,2017-08-14,2016,2017
95502,"Labrador Retriever Crossbreed",11040,"queens","queens","new hyde park",2016-08-14,2017-08-14,2016,2017
95884,"Chihuahua",10030,"new york","unknown","new york",2016-08-16,2017-08-16,2016,2017
96424,"Boston Terrier",11010,"queens","queens","franklin square",2016-08-18,2017-09-29,2016,2017
96609,"Maltese Crossbreed",10362,"bronx","bronx",NA,2016-08-18,2017-08-18,2016,2017
97198,"Chihuahua Crossbreed",10044,"bronx","bronx","new york",2016-08-22,2017-08-22,2016,2017
97562,"Yorkshire Terrier",11001,"queens","queens","not nyc",2016-08-23,2017-10-20,2016,2017
97923,"Boston Terrier",11040,"queens","queens","new hyde park",2016-08-25,2017-08-25,2016,2017
98259,"Maltese Crossbreed",10450,"bronx","bronx",NA,2016-08-27,2017-08-27,2016,2017
98630,"Brittany Spaniel",11001,"queens","queens","not nyc",2016-08-30,2017-09-29,2016,2017
98887,"Unknown",11001,"queens","queens","not nyc",2016-08-31,2017-09-23,2016,2017
98997,"Chow Chow",11040,"queens","queens","new hyde park",2016-08-31,2017-09-28,2016,2017
99107,"Pekingese",7093,"queens","queens","west new york",2016-09-01,2017-09-01,2016,2017
99258,"Shih Tzu",10128,"bronx","bronx","new york",2016-09-01,2017-09-30,2016,2017
99633,"Unknown",11580,"queens","queens","valley stream",2016-09-03,2017-09-15,2016,2017
99784,"Parson Russell Terrier",11373,"brooklyn","brooklyn","queens",2016-09-04,2017-09-04,2016,2017
99850,"English Springer Spaniel",10023,"new york","unknown","new york",2016-09-05,2017-09-05,2016,2017
100290,"Shiba Inu",12533,"manhattan","manhattan","hopewell junction",2016-09-07,2017-09-07,2016,2017
100292,"Shiba Inu",12533,"manhattan","manhattan","hopewell junction",2016-09-07,2017-09-07,2016,2017
100880,"Maltese",10021,"queens","queens","new york",2016-09-09,2017-05-12,2016,2017
100933,"Ibizan Hound",11379,"staten island","staten","queens",2016-09-09,2017-09-09,2016,2017
100935,"Shih Tzu",10301,"brooklyn","brooklyn","staten",2016-09-09,2017-09-22,2016,2017
100966,"Havanese",11580,"queens","queens","valley stream",2016-09-10,2017-09-10,2016,2017
100999,"Maltese Crossbreed",11963,"queens","queens","sag harbor",2016-09-10,2017-09-10,2016,2017
101067,"Labrador Retriever Crossbreed",11109,"brooklyn","brooklyn","queens",2016-09-10,2017-09-10,2016,2017
101404,"American Pit Bull Terrier/Pit Bull",11422,"manhattan","manhattan","queens",2016-09-12,2017-08-16,2016,2017
101465,"Unknown",11233,"manhattan","manhattan","brooklyn",2016-09-12,2017-10-19,2016,2017
101484,"Poodle Crossbreed",11020,"queens","queens","great neck",2016-09-12,2017-10-31,2016,2017
102044,"Yorkshire Terrier",11385,"brooklyn","brooklyn","queens",2016-09-14,2017-10-02,2016,2017
102154,"Chihuahua",10012,"brooklyn","brooklyn","new york",2016-09-15,2017-05-01,2016,2017
102163,"Poodle, Toy",10028,"new york","unknown","new york",2016-09-15,2017-10-30,2016,2017
102612,"Beagle",11001,"queens","queens","not nyc",2016-09-16,2017-11-08,2016,2017
102712,"Maltese",11040,"queens","queens","new hyde park",2016-09-16,2017-09-19,2016,2017
103064,"Chow Chow",11231,"manhattan","manhattan","brooklyn",2016-09-18,2017-09-18,2016,2017
103132,"Cavalier King Charles Spaniel",11721,"queens","queens","centerport",2016-09-18,2017-09-18,2016,2017
103186,"Morkie",10552,"bronx","bronx","mount vernon",2016-09-18,2017-09-18,2016,2017
104113,"Shih Tzu",31539,"manhattan","manhattan","hazlehurst",2016-09-21,2017-08-31,2016,2017
104256,"Maltese",11418,"brooklyn","brooklyn","queens",2016-09-22,2017-09-22,2016,2017
104269,"Bichon Frise",11580,"queens","queens","valley stream",2016-09-22,2018-09-22,2016,2018
104351,"Unknown",11385,"brooklyn","brooklyn","queens",2016-09-22,2017-09-22,2016,2017
104666,"Labrador Retriever Crossbreed",10040,"bronx","bronx","new york",2016-09-24,2017-09-24,2016,2017
104698,"Beagle Crossbreed",10040,"bronx","bronx","new york",2016-09-24,2017-09-24,2016,2017
105166,"Unknown",11201,"bronx","bronx","brooklyn",2016-09-27,2017-11-06,2016,2017
105381,"American Pit Bull Terrier/Pit Bull",11731,"staten island","staten","east northport",2016-09-28,2017-09-28,2016,2017
105450,"Chihuahua",10458,"manhattan","manhattan","bronx",2016-09-28,2017-09-28,2016,2017
105623,"Chihuahua",11772,"queens","queens","patchogue",2016-09-29,2017-11-04,2016,2017
106389,"Rottweiler",10001,"new york","unknown","new york",2016-10-03,2017-10-29,2016,2017
106428,"Shih Tzu",10028,"new york","unknown","new york",2016-10-03,2017-11-30,2016,2017
106447,"Rottweiler",10001,"new york","unknown","new york",2016-10-03,2017-10-29,2016,2017
106518,"Yorkshire Terrier",11211,"queens","queens","brooklyn",2016-10-03,2017-10-31,2016,2017
106976,"Bull Dog, English",11693,"brooklyn","brooklyn","queens",2016-10-05,2017-10-05,2016,2017
107024,"Shih Tzu",11206,"bronx","bronx","brooklyn",2016-10-05,2017-09-29,2016,2017
107070,"Labrador Retriever",10603,"bronx","bronx","white plains",2016-10-05,2019-10-05,2016,2019
107187,"Chihuahua",11205,"manhattan","manhattan","brooklyn",2016-10-06,2019-11-23,2016,2019
107250,"American Staffordshire Terrier",10029,"bronx","bronx","new york",2016-10-06,2017-10-06,2016,2017
107333,"Chihuahua",11002,"manhattan","manhattan","not nyc",2016-10-07,2017-06-09,2016,2017
107382,"Shih Tzu",10705,"bronx","bronx","yonkers",2016-10-07,2017-10-07,2016,2017
107425,"Unknown",11226,"manhattan","manhattan","brooklyn",2016-10-07,2017-06-02,2016,2017
107462,"Terrier mix",10009,"brooklyn","brooklyn","new york",2016-10-07,2017-10-24,2016,2017
107529,"Maltese",11385,"brooklyn","brooklyn","queens",2016-10-08,2017-10-08,2016,2017
107904,"French Bulldog",11226,"manhattan","manhattan","brooklyn",2016-10-11,2017-10-11,2016,2017
107912,"Labradoodle",10023,"new york","unknown","new york",2016-10-11,2017-08-31,2016,2017
108036,"Dachshund",11205,"manhattan","manhattan","brooklyn",2016-10-12,2017-11-28,2016,2017
108445,"Bull Dog, English",11209,"queens","queens","brooklyn",2016-10-13,2021-04-07,2016,2021
108564,"German Shepherd Crossbreed",10025,"new york","unknown","new york",2016-10-14,2017-03-26,2016,2017
108932,"Wheaton Terrier",10708,"bronx","bronx","not nyc",2016-10-16,2017-10-16,2016,2017
108941,"Boxer",10968,"bronx","bronx","piermont",2016-10-16,2017-10-16,2016,2017
109171,"Border Collie",11569,"queens","queens","point lookout",2016-10-17,2017-10-17,2016,2017
109179,"Bulldog",11372,"manhattan","manhattan","queens",2016-10-17,2017-10-17,2016,2017
109249,"Shih Tzu",11422,"staten island","staten","queens",2016-10-18,2017-11-26,2016,2017
109279,"American Staffordshire Terrier",10019,"queens","queens","new york",2016-10-18,2017-11-03,2016,2017
109419,"Shih Tzu",10308,"queens","queens","staten",2016-10-18,2017-11-30,2016,2017
109479,"Yorkshire Terrier",11338,"queens","queens",NA,2016-10-18,2017-09-14,2016,2017
109601,"Unknown",10306,"bronx","bronx","staten",2016-10-19,2017-11-29,2016,2017
109648,"Brussels Griffon",11096,"queens","queens","inwood",2016-10-19,2017-08-26,2016,2017
109877,"Beagle Crossbreed",11106,"brooklyn","brooklyn","queens",2016-10-20,2017-10-20,2016,2017
110208,"West Highland White Terrier",11358,"brooklyn","brooklyn","queens",2016-10-21,2017-10-21,2016,2017
110290,"Dachshund, Long Haired Miniature",11372,"manhattan","manhattan","queens",2016-10-21,2017-10-21,2016,2017
110446,"Chihuahua",10707,"manhattan","manhattan","tuckahoe",2016-10-22,2017-09-30,2016,2017
110475,"Maltese",34746,"kissimmee florida","not nyc","kissimmee",2016-10-22,2017-11-20,2016,2017
111027,"Welsh Corgi, Pembroke",11201,"manhattan","manhattan","brooklyn",2016-10-25,2017-08-13,2016,2017
111062,"Labrador Retriever",11697,"brooklyn","brooklyn","queens",2016-10-25,2017-01-21,2016,2017
111241,"Yorkshire Terrier Crossbreed",10301,"bronx","bronx","staten",2016-10-27,2017-10-27,2016,2017
111342,"Labrador Retriever",11001,"queens","queens","not nyc",2016-10-27,2017-10-21,2016,2017
111486,"Poodle Crossbreed",10040,"bronx","bronx","new york",2016-10-28,2017-10-28,2016,2017
111521,"Pug Crossbreed",11563,"queens","queens","not nyc",2016-10-28,2017-10-28,2016,2017
111634,"Border Collie Crossbreed",10031,"bronx","bronx","new york",2016-10-28,2017-10-28,2016,2017
111897,"Yorkshire Terrier",11360,"brooklyn","brooklyn","queens",2016-10-31,2017-11-23,2016,2017
112025,"Unknown",11040,"queens","queens","new hyde park",2016-10-31,2017-11-25,2016,2017
112914,"American Pit Bull Terrier/Pit Bull",11372,"manhattan","manhattan","queens",2016-11-04,2017-12-20,2016,2017
113221,"Chihuahua Crossbreed",11758,"queens","queens","massapequa",2016-11-06,2017-11-06,2016,2017
113449,"Chihuahua",11200,"brooklyn","brooklyn",NA,2016-11-08,2017-11-08,2016,2017
113574,"Jack Russell Terrier",11200,"brooklyn","brooklyn",NA,2016-11-08,2017-12-31,2016,2017
113787,"Brussels Griffon",11216,"manhattan","manhattan","brooklyn",2016-11-10,2017-11-10,2016,2017
114000,"Unknown",10034,"brooklyn","brooklyn","new york",2016-11-11,2021-07-21,2016,2021
114066,"Chihuahua",11370,"brooklyn","brooklyn","queens",2016-11-12,2017-11-12,2016,2017
114347,"Labrador Retriever",11001,"queens","queens","not nyc",2016-11-14,2017-11-29,2016,2017
114526,"Maltese",11001,"queens","queens","not nyc",2016-11-14,2017-12-15,2016,2017
114571,"Chihuahua Crossbreed",10457,"brooklyn","brooklyn","bronx",2016-11-15,2018-11-15,2016,2018
114593,"Pekingese",10473,"manhattan","manhattan","bronx",2016-11-15,2017-11-29,2016,2017
114691,"Cocker Spaniel",10024,"brooklyn","brooklyn","new york",2016-11-15,2017-11-22,2016,2017
114847,"American Pit Bull Mix / Pit Bull Mix",11231,"staten island","staten","brooklyn",2016-11-15,2017-11-15,2016,2017
115219,"Terrier mix",11040,"queens","queens","new hyde park",2016-11-17,2017-11-17,2016,2017
115384,"American Pit Bull Terrier/Pit Bull",11003,"queens","queens","elmont",2016-11-18,2017-11-18,2016,2017
115507,"Unknown",11003,"queens","queens","elmont",2016-11-18,2017-11-24,2016,2017
116080,"Shih Tzu",10044,"new york","unknown","new york",2016-11-22,2017-11-22,2016,2017
116558,"French Bulldog",11205,"manhattan","manhattan","brooklyn",2016-11-26,2017-11-26,2016,2017
116665,"American Pit Bull Mix / Pit Bull Mix",11237,"bronx","bronx","brooklyn",2016-11-27,2017-11-27,2016,2017
116771,"American Pit Bull Mix / Pit Bull Mix",10451,"manhattan","manhattan","bronx",2016-11-28,2017-11-28,2016,2017
117005,"Shiba Inu",11211,"manhattan","manhattan","brooklyn",2016-11-29,2017-11-29,2016,2017
117658,"Rat Terrier Crossbreed",11106,"manhattan","manhattan","queens",2016-12-04,2017-12-04,2016,2017
118509,"American Pit Bull Mix / Pit Bull Mix",10027,"bronx","bronx","new york",2016-12-08,2017-12-08,2016,2017
118583,"Papillon",11238,"manhattan","manhattan","brooklyn",2016-12-08,2017-10-30,2016,2017
118846,"Cavalier King Charles Spaniel",11040,"queens","queens","new hyde park",2016-12-09,2017-12-09,2016,2017
118961,"American Pit Bull Mix / Pit Bull Mix",11414,"brooklyn","brooklyn","queens",2016-12-10,2017-12-10,2016,2017
119138,"Shih Tzu",10803,"bronx","bronx","pelham",2016-12-11,2017-12-11,2016,2017
119280,"Unknown",11030,"queens","queens","manhasset",2016-12-12,2018-01-31,2016,2018
119593,"Labrador Retriever Crossbreed",11101,"brooklyn","brooklyn","queens",2016-12-14,2021-12-14,2016,2021
119687,"Pomeranian",11001,"queens","queens","not nyc",2016-12-14,2017-12-14,2016,2017
119813,"Labrador Retriever",90403,"santa monica","not nyc","not nyc",2016-12-15,2017-01-30,2016,2017
119887,"Shih Tzu Crossbreed",11704,"queens","queens","west babylon",2016-12-15,2017-12-15,2016,2017
119943,"American Staffordshire Terrier",11001,"queens","queens","not nyc",2016-12-16,2018-01-27,2016,2018
119990,"American Pit Bull Terrier/Pit Bull",11001,"queens","queens","not nyc",2016-12-16,2018-01-27,2016,2018
120077,"Tibetan Spaniel",22314,"manhattan","manhattan","alexandria",2016-12-17,2018-01-26,2016,2018
120170,"Pug Crossbreed",10009,"brooklyn","brooklyn","new york",2016-12-18,2017-12-18,2016,2017
120224,"Unknown",12202,"albany","not nyc","not nyc",2016-12-18,2017-12-11,2016,2017
120316,"Pomeranian Crossbreed",11967,"staten island","staten","shirley",2016-12-19,2017-12-19,2016,2017
120352,"Cocker Spaniel Crossbreed",11423,"manhattan","manhattan","queens",2016-12-19,2017-12-19,2016,2017
120358,"Shih Tzu",11361,"staten island","staten","queens",2016-12-19,2017-12-19,2016,2017
120523,"Yorkshire Terrier",11590,"queens","queens","westbury",2016-12-20,2017-12-20,2016,2017
120527,"Pomeranian",11204,"queens","queens","brooklyn",2016-12-20,2017-12-20,2016,2017
120812,"Australian Shepherd",10009,"brooklyn","brooklyn","new york",2016-12-21,2017-12-21,2016,2017
120954,"Chihuahua",11552,"queens","queens","west hempstead",2016-12-23,2017-12-23,2016,2017
121015,"American Pit Bull Mix / Pit Bull Mix",11385,"brooklyn","brooklyn","queens",2016-12-23,2017-12-23,2016,2017
121072,"Pomeranian",10454,"manhattan","manhattan","bronx",2016-12-24,2017-12-24,2016,2017
121077,"Pomeranian Crossbreed",10591,"brooklyn","brooklyn","tarrytown",2016-12-24,2017-12-24,2016,2017
121210,"Labrador Retriever",11694,"brooklyn","brooklyn","queens",2016-12-26,2017-12-26,2016,2017
121963,"Yorkshire Terrier",10312,"brooklyn","brooklyn","staten",2016-12-29,2017-12-29,2016,2017
122057,"Maltese",10023,"new york","unknown","new york",2016-12-30,2017-12-06,2016,2017
